Genome,,Strain,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Pseudomonas aeruginosa,strain,F1754,fig:287.12568.peg.1120,,,PATRIC.287.12568.287.12568.con.0003.CDS.38768.39793.fwd,PATRIC,CDS,38768,39793,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1727,fig:287.12569.peg.730,,,PATRIC.287.12569.287.12569.con.0001.CDS.766130.767149.rev,PATRIC,CDS,766130,767149,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1724,fig:287.12570.peg.1254,,,PATRIC.287.12570.287.12570.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1741,fig:287.12571.peg.1616,,,PATRIC.287.12571.287.12571.con.0003.CDS.418350.419375.rev,PATRIC,CDS,418350,419375,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1712,fig:287.12572.peg.4062,,,PATRIC.287.12572.287.12572.con.0008.CDS.40167.41186.fwd,PATRIC,CDS,40167,41186,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1758,fig:287.12573.peg.2314,,,PATRIC.287.12573.287.12573.con.0005.CDS.379310.380335.rev,PATRIC,CDS,379310,380335,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1759,fig:287.12574.peg.1795,,,PATRIC.287.12574.287.12574.con.0003.CDS.46545.47564.fwd,PATRIC,CDS,46545,47564,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1775,fig:287.12575.peg.884,,,PATRIC.287.12575.287.12575.con.0001.CDS.917780.918799.rev,PATRIC,CDS,917780,918799,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1760,fig:287.12576.peg.3292,,,PATRIC.287.12576.287.12576.con.0008.CDS.40526.41566.fwd,PATRIC,CDS,40526,41566,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1764,fig:287.12577.peg.2568,,,PATRIC.287.12577.287.12577.con.0004.CDS.433395.434414.rev,PATRIC,CDS,433395,434414,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1763,fig:287.12578.peg.2518,,,PATRIC.287.12578.287.12578.con.0005.CDS.407034.408053.rev,PATRIC,CDS,407034,408053,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1796,fig:287.12579.peg.4388,,,PATRIC.287.12579.287.12579.con.0010.CDS.40168.41187.fwd,PATRIC,CDS,40168,41187,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1798,fig:287.12580.peg.4116,,,PATRIC.287.12580.287.12580.con.0009.CDS.40168.41187.fwd,PATRIC,CDS,40168,41187,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1795,fig:287.12581.peg.1249,,,PATRIC.287.12581.287.12581.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1745,fig:287.12582.peg.3622,,,PATRIC.287.12582.287.12582.con.0008.CDS.225667.226686.rev,PATRIC,CDS,225667,226686,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1746,fig:287.12583.peg.1247,,,PATRIC.287.12583.287.12583.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1747,fig:287.12584.peg.1251,,,PATRIC.287.12584.287.12584.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1748,fig:287.12585.peg.805,,,PATRIC.287.12585.287.12585.con.0001.CDS.809256.810275.rev,PATRIC,CDS,809256,810275,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1789,fig:287.12586.peg.4375,,,PATRIC.287.12586.287.12586.con.0011.CDS.40526.41566.fwd,PATRIC,CDS,40526,41566,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1787,fig:287.12587.peg.1664,,,PATRIC.287.12587.287.12587.con.0003.CDS.390517.391536.rev,PATRIC,CDS,390517,391536,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1853,fig:287.12588.peg.1250,,,PATRIC.287.12588.287.12588.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1810,fig:287.12589.peg.1252,,,PATRIC.287.12589.287.12589.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1823,fig:287.12590.peg.1019,,,PATRIC.287.12590.287.12590.con.0002.CDS.40437.41477.fwd,PATRIC,CDS,40437,41477,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1812,fig:287.12591.peg.3968,,,PATRIC.287.12591.287.12591.con.0009.CDS.40526.41566.fwd,PATRIC,CDS,40526,41566,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1821,fig:287.12592.peg.5537,,,PATRIC.287.12592.287.12592.con.0023.CDS.40526.41566.fwd,PATRIC,CDS,40526,41566,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1869,fig:287.12593.peg.1297,,,PATRIC.287.12593.287.12593.con.0003.CDS.412157.413182.rev,PATRIC,CDS,412157,413182,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1880,fig:287.12594.peg.6223,,,PATRIC.287.12594.287.12594.con.0029.CDS.2844.3884.fwd,PATRIC,CDS,2844,3884,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1864,fig:287.12595.peg.1617,,,PATRIC.287.12595.287.12595.con.0003.CDS.418350.419375.rev,PATRIC,CDS,418350,419375,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1862,fig:287.12596.peg.40,,,PATRIC.287.12596.287.12596.con.0001.CDS.43151.44176.fwd,PATRIC,CDS,43151,44176,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1800,fig:287.12597.peg.870,,,PATRIC.287.12597.287.12597.con.0001.CDS.856398.857423.rev,PATRIC,CDS,856398,857423,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1801,fig:287.12598.peg.1401,,,PATRIC.287.12598.287.12598.con.0003.CDS.372807.373832.rev,PATRIC,CDS,372807,373832,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2000,fig:287.12599.peg.1061,,,PATRIC.287.12599.287.12599.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1997,fig:287.12600.peg.38,,,PATRIC.287.12600.287.12600.con.0001.CDS.40352.41392.fwd,PATRIC,CDS,40352,41392,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1968,fig:287.12601.peg.1630,,,PATRIC.287.12601.287.12601.con.0002.CDS.768093.769112.rev,PATRIC,CDS,768093,769112,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1894,fig:287.12602.peg.2645,,,PATRIC.287.12602.287.12602.con.0005.CDS.40429.41469.fwd,PATRIC,CDS,40429,41469,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1883,fig:287.12603.peg.2400,,,PATRIC.287.12603.287.12603.con.0006.CDS.40347.41387.fwd,PATRIC,CDS,40347,41387,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1957,fig:287.12604.peg.1085,,,PATRIC.287.12604.287.12604.con.0003.CDS.39154.40179.fwd,PATRIC,CDS,39154,40179,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2003,fig:287.12605.peg.648,,,PATRIC.287.12605.287.12605.con.0002.CDS.42112.43128.fwd,PATRIC,CDS,42112,43128,1017,+,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2005,fig:287.12606.peg.1042,,,PATRIC.287.12606.287.12606.con.0001.CDS.1149773.1150813.rev,PATRIC,CDS,1149773,1150813,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2006,fig:287.12607.peg.3749,,,PATRIC.287.12607.287.12607.con.0006.CDS.362552.363592.rev,PATRIC,CDS,362552,363592,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1979,fig:287.12608.peg.1614,,,PATRIC.287.12608.287.12608.con.0003.CDS.418350.419375.rev,PATRIC,CDS,418350,419375,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F1983,fig:287.12609.peg.1253,,,PATRIC.287.12609.287.12609.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2035,fig:287.12610.peg.1050,,,PATRIC.287.12610.287.12610.con.0002.CDS.40437.41477.fwd,PATRIC,CDS,40437,41477,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2040,fig:287.12611.peg.1615,,,PATRIC.287.12611.287.12611.con.0003.CDS.418350.419375.rev,PATRIC,CDS,418350,419375,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2045,fig:287.12612.peg.1428,,,PATRIC.287.12612.287.12612.con.0003.CDS.392991.394016.rev,PATRIC,CDS,392991,394016,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2044,fig:287.12613.peg.36,,,PATRIC.287.12613.287.12613.con.0001.CDS.38764.39789.fwd,PATRIC,CDS,38764,39789,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2054,fig:287.12614.peg.4387,,,PATRIC.287.12614.287.12614.con.0010.CDS.227971.229011.rev,PATRIC,CDS,227971,229011,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2020,fig:287.12615.peg.1088,,,PATRIC.287.12615.287.12615.con.0002.CDS.483028.483885.rev,PATRIC,CDS,483028,483885,858,-,,PLF_286_00001745,PGF_00780840,,285,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2017,fig:287.12616.peg.1050,,,PATRIC.287.12616.287.12616.con.0002.CDS.40435.41475.fwd,PATRIC,CDS,40435,41475,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2034,fig:287.12617.peg.2971,,,PATRIC.287.12617.287.12617.con.0007.CDS.40326.41366.fwd,PATRIC,CDS,40326,41366,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2029,fig:287.12618.peg.2183,,,PATRIC.287.12618.287.12618.con.0002.CDS.964235.965260.rev,PATRIC,CDS,964235,965260,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2030,fig:287.12619.peg.1062,,,PATRIC.287.12619.287.12619.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2010,fig:287.12620.peg.800,,,PATRIC.287.12620.287.12620.con.0001.CDS.809249.810268.rev,PATRIC,CDS,809249,810268,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2075,fig:287.12621.peg.2436,,,PATRIC.287.12621.287.12621.con.0004.CDS.487389.488429.rev,PATRIC,CDS,487389,488429,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2073,fig:287.12622.peg.2275,,,PATRIC.287.12622.287.12622.con.0007.CDS.40155.41180.fwd,PATRIC,CDS,40155,41180,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2081,fig:287.12623.peg.801,,,PATRIC.287.12623.287.12623.con.0001.CDS.809256.810275.rev,PATRIC,CDS,809256,810275,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2065,fig:287.12624.peg.802,,,PATRIC.287.12624.287.12624.con.0001.CDS.809249.810268.rev,PATRIC,CDS,809249,810268,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2084,fig:287.12625.peg.802,,,PATRIC.287.12625.287.12625.con.0001.CDS.809256.810275.rev,PATRIC,CDS,809256,810275,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2093,fig:287.12626.peg.801,,,PATRIC.287.12626.287.12626.con.0001.CDS.809249.810268.rev,PATRIC,CDS,809249,810268,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2097,fig:287.12627.peg.1253,,,PATRIC.287.12627.287.12627.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2059,fig:287.12628.peg.4538,,,PATRIC.287.12628.287.12628.con.0009.CDS.225616.226635.rev,PATRIC,CDS,225616,226635,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2064,fig:287.12629.peg.1614,,,PATRIC.287.12629.287.12629.con.0003.CDS.418350.419375.rev,PATRIC,CDS,418350,419375,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
